trip_id,arrival_time,departure_time,stop_id,stop_sequence,stop_headsign,pickup_type,drop_off_type,shape_dist_traveled,timepoint
305,8:48:00,8:48:00,70191,12,,0,0,72811.72944400,1
305,8:52:00,8:52:00,70171,13,,0,0,75359.67576345,1
305,8:56:00,8:56:00,70161,14,,0,0,77379.66889883,1
305,9:01:00,9:01:00,70141,15,,0,0,82978.92635613,1
305,9:07:00,9:07:00,70121,16,,0,0,88455.28668172,1
305,9:11:00,9:11:00,70111,17,,0,0,91787.39126443,1
305,9:19:00,9:19:00,70061,18,,0,0,101906.46277998,1
305,9:26:00,9:26:00,70041,19,,0,0,109026.76494189,1
305,9:39:00,9:39:00,70011,20,,0,0,123650.46277759,1
314,18:27:00,18:27:00,70012,1,,0,0,0.00000000,1
314,18:40:00,18:40:00,70042,2,,0,0,14615.55554576,1
314,18:46:00,18:46:00,70062,3,,0,0,21730.89169627,1
314,18:55:00,18:55:00,70112,4,,0,0,31857.27868557,1
314,18:59:00,18:59:00,70122,5,,0,0,35190.59885162,1
314,19:05:00,19:05:00,70142,6,,0,0,40667.52655472,1
314,19:10:00,19:10:00,70162,7,,0,0,46270.78778535,1
314,19:14:00,19:14:00,70172,8,,0,0,48282.17010004,1
314,19:18:00,19:18:00,70192,9,,0,0,50830.44000481,1
314,19:22:00,19:22:00,70202,10,,0,0,54770.12511577,1
314,19:27:00,19:27:00,70212,11,,0,0,57878.53939113,1
314,19:32:00,19:32:00,70222,12,,0,0,62191.05681128,1
314,19:36:00,19:36:00,70232,13,,0,0,65381.00058473,1
314,19:46:00,19:46:00,70262,14,,0,0,75426.53472854,1
302,6:25:00,6:25:00,70012,1,,0,0,0.00000000,1
302,6:30:00,6:30:00,70022,2,,0,0,2521.94934933,1
302,6:40:00,6:40:00,70042,3,,0,0,14607.53721784,1
302,6:46:00,6:46:00,70062,4,,0,0,21725.35996032,1
302,6:55:00,6:55:00,70112,5,,0,0,31851.74694962,1
302,6:59:00,6:59:00,70122,6,,0,0,35185.06711567,1
302,7:05:00,7:05:00,70142,7,,0,0,40661.99481878,1
302,7:10:00,7:10:00,70162,8,,0,0,46265.25604940,1
302,7:14:00,7:14:00,70172,9,,0,0,48276.63836409,1
302,7:18:00,7:18:00,70192,10,,0,0,50824.90826887,1
302,7:22:00,7:22:00,70202,11,,0,0,54764.59337982,1
302,7:27:00,7:27:00,70212,12,,0,0,57873.00765519,1
302,7:32:00,7:32:00,70222,13,,0,0,62185.52507533,1
302,7:36:00,7:36:00,70232,14,,0,0,65375.46884878,1
302,7:46:00,7:46:00,70262,15,,0,0,75421.00299258,1
304,7:25:00,7:25:00,70012,1,,0,0,0.00000000,1
304,7:30:00,7:30:00,70022,2,,0,0,2521.94934933,1
304,7:40:00,7:40:00,70042,3,,0,0,14607.53721784,1
304,7:46:00,7:46:00,70062,4,,0,0,21725.35996032,1
304,7:55:00,7:55:00,70112,5,,0,0,31851.74694962,1
304,7:59:00,7:59:00,70122,6,,0,0,35185.06711567,1
304,8:05:00,8:05:00,70142,7,,0,0,40661.99481878,1
304,8:10:00,8:10:00,70162,8,,0,0,46265.25604940,1
304,8:14:00,8:14:00,70172,9,,0,0,48276.63836409,1
304,8:18:00,8:18:00,70192,10,,0,0,50824.90826887,1
304,8:22:00,8:22:00,70202,11,,0,0,54764.59337982,1
304,8:27:00,8:27:00,70212,12,,0,0,57873.00765519,1
304,8:32:00,8:32:00,70222,13,,0,0,62185.52507533,1
304,8:36:00,8:36:00,70232,14,,0,0,65375.46884878,1
304,8:46:00,8:46:00,70262,15,,0,0,75421.00299258,1
306,8:25:00,8:25:00,70012,1,,0,0,0.00000000,1
306,8:30:00,8:30:00,70022,2,,0,0,2521.94934933,1
306,8:40:00,8:40:00,70042,3,,0,0,14607.53721784,1
306,8:46:00,8:46:00,70062,4,,0,0,21725.35996032,1
306,8:55:00,8:55:00,70112,5,,0,0,31851.74694962,1
306,8:59:00,8:59:00,70122,6,,0,0,35185.06711567,1
306,9:05:00,9:05:00,70142,7,,0,0,40661.99481878,1
306,9:10:00,9:10:00,70162,8,,0,0,46265.25604940,1
306,9:14:00,9:14:00,70172,9,,0,0,48276.63836409,1
306,9:18:00,9:18:00,70192,10,,0,0,50824.90826887,1
306,9:22:00,9:22:00,70202,11,,0,0,54764.59337982,1
306,9:27:00,9:27:00,70212,12,,0,0,57873.00765519,1
306,9:32:00,9:32:00,70222,13,,0,0,62185.52507533,1
306,9:36:00,9:36:00,70232,14,,0,0,65375.46884878,1
306,9:46:00,9:46:00,70262,15,,0,0,75421.00299258,1
301,6:16:00,6:16:00,70271,1,,0,0,0.00000000,1
301,6:23:00,6:23:00,70261,2,,0,0,2898.26431637,1
301,6:33:00,6:33:00,70231,3,,0,0,12942.56728831,1
301,6:37:00,6:37:00,70221,4,,0,0,16131.57476026,1
301,6:42:00,6:42:00,70211,5,,0,0,20442.38828113,1
301,6:46:00,6:46:00,70201,6,,0,0,23549.87905202,1
301,6:50:00,6:50:00,70191,7,,0,0,27490.43436925,1
301,6:54:00,6:54:00,70171,8,,0,0,30038.38068870,1
301,6:58:00,6:58:00,70161,9,,0,0,32058.37382407,1
301,7:03:00,7:03:00,70141,10,,0,0,37657.63128137,1
301,7:09:00,7:09:00,70121,11,,0,0,43133.99160696,1
301,7:13:00,7:13:00,70111,12,,0,0,46466.09618967,1
301,7:21:00,7:21:00,70061,13,,0,0,56585.16770522,1
301,7:28:00,7:28:00,70041,14,,0,0,63705.46986714,1
301,7:41:00,7:41:00,70011,15,,0,0,78329.16770281,1
408,15:09:00,15:09:00,70012,1,,0,0,0.00000000,1
408,15:14:00,15:14:00,70022,2,,0,0,2521.94934933,1
408,15:25:00,15:25:00,70052,3,,0,0,17664.51952371,1
408,15:30:00,15:30:00,70062,4,,0,0,21740.88670334,1
408,15:35:00,15:35:00,70082,5,,0,0,26061.31540850,1
408,15:39:00,15:39:00,70092,6,,0,0,28370.82332214,1
408,15:47:00,15:47:00,70132,7,,0,0,37201.33618400,1
408,15:51:00,15:51:00,70142,8,,0,0,40701.13077597,1
408,15:58:00,15:58:00,70172,9,,0,0,48317.21434910,1
408,16:06:00,16:06:00,70212,10,,0,0,57909.71993648,1
408,16:11:00,16:11:00,70222,11,,0,0,62226.80455931,1
408,16:19:00,16:19:00,70242,12,,0,0,71301.98553614,1
408,16:22:00,16:22:00,70252,13,,0,0,73552.79308770,1
408,16:28:00,16:28:00,70262,14,,0,0,75453.06316504,1
408,16:34:00,16:34:00,70272,15,,0,0,78343.67860039,1
408,16:41:00,16:41:00,70282,16,,0,0,83342.89018070,1
408,16:47:00,16:47:00,70292,17,,0,0,88647.09260472,1
408,17:00:00,17:00:00,70302,18,,0,0,107697.85796955,1
408,17:06:00,17:06:00,70312,19,,0,0,113615.40746960,1
408,17:19:00,17:19:00,70322,20,,0,0,123677.00219157,1
401,5:36:00,5:36:00,70271,1,,0,0,0.00000000,1
401,5:42:00,5:42:00,70261,2,,0,0,2898.26431637,1
401,5:48:00,5:48:00,70241,3,,0,0,7055.19657362,1
401,5:56:00,5:56:00,70221,4,,0,0,16126.01172278,1
401,6:01:00,6:01:00,70211,5,,0,0,20440.90451456,1
401,6:08:00,6:08:00,70171,6,,0,0,30033.47051344,1
401,6:15:00,6:15:00,70141,7,,0,0,37644.60958064,1
401,6:20:00,6:20:00,70131,8,,0,0,41136.99534314,1
401,6:28:00,6:28:00,70091,9,,0,0,49928.30915422,1
401,6:31:00,6:31:00,70081,10,,0,0,52256.93821493,1
401,6:36:00,6:36:00,70061,11,,0,0,56579.72639041,1
401,6:41:00,6:41:00,70051,12,,0,0,60655.09389873,1
401,6:52:00,6:52:00,70021,13,,0,0,75806.70630144,1
401,6:58:00,6:58:00,70011,14,,0,0,78357.23498622,1
402,6:10:00,6:10:00,70012,1,,0,0,0.00000000,1
402,6:15:00,6:15:00,70022,2,,0,0,2521.94934933,1
402,6:26:00,6:26:00,70052,3,,0,0,17664.51952371,1
402,6:31:00,6:31:00,70062,4,,0,0,21740.88670334,1
402,6:36:00,6:36:00,70082,5,,0,0,26061.31540850,1
402,6:40:00,6:40:00,70092,6,,0,0,28370.82332214,1
402,6:48:00,6:48:00,70132,7,,0,0,37201.33618400,1
402,6:52:00,6:52:00,70142,8,,0,0,40701.13077597,1
402,6:59:00,6:59:00,70172,9,,0,0,48317.21434910,1
402,7:07:00,7:07:00,70212,10,,0,0,57909.71993648,1
402,7:12:00,7:12:00,70222,11,,0,0,62226.80455931,1
402,7:20:00,7:20:00,70242,12,,0,0,71301.98553614,1
402,7:27:00,7:27:00,70262,13,,0,0,75457.20344215,1
404,7:10:00,7:10:00,70012,1,,0,0,0.00000000,1
404,7:15:00,7:15:00,70022,2,,0,0,2521.94934933,1
404,7:26:00,7:26:00,70052,3,,0,0,17664.51952371,1
404,7:31:00,7:31:00,70062,4,,0,0,21740.88670334,1
404,7:36:00,7:36:00,70082,5,,0,0,26061.31540850,1
404,7:40:00,7:40:00,70092,6,,0,0,28370.82332214,1
404,7:48:00,7:48:00,70132,7,,0,0,37201.33618400,1
404,7:52:00,7:52:00,70142,8,,0,0,40701.13077597,1
404,7:59:00,7:59:00,70172,9,,0,0,48317.21434910,1
404,8:07:00,8:07:00,70212,10,,0,0,57909.71993648,1
404,8:12:00,8:12:00,70222,11,,0,0,62226.80455931,1
404,8:20:00,8:20:00,70242,12,,0,0,71301.98553614,1
404,8:27:00,8:27:00,70262,13,,0,0,75457.20344215,1
406,8:10:00,8:10:00,70012,1,,0,0,0.00000000,1
406,8:15:00,8:15:00,70022,2,,0,0,2521.94934933,1
406,8:26:00,8:26:00,70052,3,,0,0,17664.51952371,1
406,8:31:00,8:31:00,70062,4,,0,0,21740.88670334,1
406,8:36:00,8:36:00,70082,5,,0,0,26061.31540850,1
406,8:40:00,8:40:00,70092,6,,0,0,28370.82332214,1
406,8:48:00,8:48:00,70132,7,,0,0,37201.33618400,1
406,8:52:00,8:52:00,70142,8,,0,0,40701.13077597,1
406,8:59:00,8:59:00,70172,9,,0,0,48317.21434910,1
406,9:07:00,9:07:00,70212,10,,0,0,57909.71993648,1
406,9:12:00,9:12:00,70222,11,,0,0,62226.80455931,1
406,9:20:00,9:20:00,70242,12,,0,0,71301.98553614,1
406,9:27:00,9:27:00,70262,13,,0,0,75457.20344215,1
412,17:10:00,17:10:00,70012,1,,0,0,0.00000000,1
412,17:15:00,17:15:00,70022,2,,0,0,2521.94934933,1
412,17:26:00,17:26:00,70052,3,,0,0,17664.51952371,1
412,17:31:00,17:31:00,70062,4,,0,0,21740.88670334,1
412,17:36:00,17:36:00,70082,5,,0,0,26061.31540850,1
412,17:40:00,17:40:00,70092,6,,0,0,28370.82332214,1
412,17:48:00,17:48:00,70132,7,,0,0,37201.33618400,1
412,17:52:00,17:52:00,70142,8,,0,0,40701.13077597,1
412,17:59:00,17:59:00,70172,9,,0,0,48317.21434910,1
412,18:07:00,18:07:00,70212,10,,0,0,57909.71993648,1
412,18:12:00,18:12:00,70222,11,,0,0,62226.80455931,1
412,18:20:00,18:20:00,70242,12,,0,0,71301.98553614,1
412,18:27:00,18:27:00,70262,13,,0,0,75457.20344215,1
414,18:10:00,18:10:00,70012,1,,0,0,0.00000000,1
414,18:15:00,18:15:00,70022,2,,0,0,2521.94934933,1
414,18:26:00,18:26:00,70052,3,,0,0,17664.51952371,1
414,18:31:00,18:31:00,70062,4,,0,0,21740.88670334,1
414,18:36:00,18:36:00,70082,5,,0,0,26061.31540850,1
414,18:40:00,18:40:00,70092,6,,0,0,28370.82332214,1
414,18:48:00,18:48:00,70132,7,,0,0,37201.33618400,1
414,18:52:00,18:52:00,70142,8,,0,0,40701.13077597,1
414,18:59:00,18:59:00,70172,9,,0,0,48317.21434910,1
414,19:07:00,19:07:00,70212,10,,0,0,57909.71993648,1
414,19:12:00,19:12:00,70222,11,,0,0,62226.80455931,1
414,19:20:00,19:20:00,70242,12,,0,0,71301.98553614,1
414,19:26:00,19:26:00,70262,13,,0,0,75457.20344215,1
407,8:42:00,8:42:00,70261,1,,0,0,0.00000000,1
407,8:48:00,8:48:00,70241,2,,0,0,4150.37131801,1
407,8:56:00,8:56:00,70221,3,,0,0,13221.18646717,1
407,9:01:00,9:01:00,70211,4,,0,0,17536.07925895,1
407,9:09:00,9:09:00,70171,5,,0,0,27128.64525783,1
407,9:15:00,9:15:00,70141,6,,0,0,34739.78432504,1
407,9:20:00,9:20:00,70131,7,,0,0,38232.17008753,1
407,9:28:00,9:28:00,70091,8,,0,0,47023.48389861,1
407,9:31:00,9:31:00,70081,9,,0,0,49352.11295932,1
407,9:37:00,9:37:00,70061,10,,0,0,53674.90113480,1
407,9:42:00,9:42:00,70051,11,,0,0,57750.26864312,1
407,9:53:00,9:53:00,70021,12,,0,0,72901.88104583,1
407,9:59:00,9:59:00,70011,13,,0,0,75452.40973060,1
409,15:42:00,15:42:00,70261,1,,0,0,0.00000000,1
409,15:48:00,15:48:00,70241,2,,0,0,4150.37131801,1
409,15:56:00,15:56:00,70221,3,,0,0,13221.18646717,1
409,16:01:00,16:01:00,70211,4,,0,0,17536.07925895,1
409,16:09:00,16:09:00,70171,5,,0,0,27128.64525783,1
409,16:15:00,16:15:00,70141,6,,0,0,34739.78432504,1
409,16:20:00,16:20:00,70131,7,,0,0,38232.17008753,1
409,16:28:00,16:28:00,70091,8,,0,0,47023.48389861,1
409,16:31:00,16:31:00,70081,9,,0,0,49352.11295932,1
409,16:36:00,16:36:00,70061,10,,0,0,53674.90113480,1
409,16:41:00,16:41:00,70051,11,,0,0,57750.26864312,1
409,16:52:00,16:52:00,70021,12,,0,0,72901.88104583,1
409,16:58:00,16:58:00,70011,13,,0,0,75452.40973060,1
411,16:42:00,16:42:00,70261,1,,0,0,0.00000000,1
411,16:48:00,16:48:00,70241,2,,0,0,4150.37131801,1
411,16:56:00,16:56:00,70221,3,,0,0,13221.18646717,1
411,17:01:00,17:01:00,70211,4,,0,0,17536.07925895,1
411,17:09:00,17:09:00,70171,5,,0,0,27128.64525783,1
411,17:15:00,17:15:00,70141,6,,0,0,34739.78432504,1
411,17:20:00,17:20:00,70131,7,,0,0,38232.17008753,1
411,17:28:00,17:28:00,70091,8,,0,0,47023.48389861,1
411,17:31:00,17:31:00,70081,9,,0,0,49352.11295932,1
411,17:36:00,17:36:00,70061,10,,0,0,53674.90113480,1
411,17:41:00,17:41:00,70051,11,,0,0,57750.26864312,1
411,17:52:00,17:52:00,70021,12,,0,0,72901.88104583,1
411,17:58:00,17:58:00,70011,13,,0,0,75452.40973060,1
413,17:42:00,17:42:00,70261,1,,0,0,0.00000000,1
413,17:48:00,17:48:00,70241,2,,0,0,4150.37131801,1
413,17:56:00,17:56:00,70221,3,,0,0,13221.18646717,1
413,18:01:00,18:01:00,70211,4,,0,0,17536.07925895,1
413,18:09:00,18:09:00,70171,5,,0,0,27128.64525783,1
413,18:15:00,18:15:00,70141,6,,0,0,34739.78432504,1
413,18:20:00,18:20:00,70131,7,,0,0,38232.17008753,1
413,18:28:00,18:28:00,70091,8,,0,0,47023.48389861,1
413,18:31:00,18:31:00,70081,9,,0,0,49352.11295932,1
413,18:36:00,18:36:00,70061,10,,0,0,53674.90113480,1
413,18:41:00,18:41:00,70051,11,,0,0,57750.26864312,1
413,18:52:00,18:52:00,70021,12,,0,0,72901.88104583,1
413,18:58:00,18:58:00,70011,13,,0,0,75452.40973060,1
415,18:42:00,18:42:00,70261,1,,0,0,0.00000000,1
415,18:48:00,18:48:00,70241,2,,0,0,4150.37131801,1
415,18:56:00,18:56:00,70221,3,,0,0,13221.18646717,1
415,19:01:00,19:01:00,70211,4,,0,0,17536.07925895,1
415,19:09:00,19:09:00,70171,5,,0,0,27128.64525783,1
415,19:15:00,19:15:00,70141,6,,0,0,34739.78432504,1
415,19:20:00,19:20:00,70131,7,,0,0,38232.17008753,1
415,19:28:00,19:28:00,70091,8,,0,0,47023.48389861,1
415,19:31:00,19:31:00,70081,9,,0,0,49352.11295932,1
415,19:36:00,19:36:00,70061,10,,0,0,53674.90113480,1
415,19:41:00,19:41:00,70051,11,,0,0,57750.26864312,1
415,19:52:00,19:52:00,70021,12,,0,0,72901.88104583,1
415,19:58:00,19:58:00,70011,13,,0,0,75452.40973060,1
403,5:52:00,5:52:00,70321,1,,0,0,0.00000000,1
403,6:01:00,6:01:00,70311,2,,0,0,9881.41415530,1
403,6:07:00,6:07:00,70301,3,,0,0,15979.11320253,1
403,6:22:00,6:22:00,70291,4,,0,0,35028.53945594,1
403,6:28:00,6:28:00,70281,5,,0,0,40330.97147993,1
403,6:35:00,6:35:00,70271,6,,0,0,45318.22269336,1
403,6:42:00,6:42:00,70261,7,,0,0,48219.55939113,1
403,6:48:00,6:48:00,70241,8,,0,0,52376.49164837,1
403,6:56:00,6:56:00,70221,9,,0,0,61447.30679754,1
403,7:01:00,7:01:00,70211,10,,0,0,65762.19958932,1
403,7:09:00,7:09:00,70171,11,,0,0,75354.76558820,1
403,7:15:00,7:15:00,70141,12,,0,0,82965.90465540,1
403,7:20:00,7:20:00,70131,13,,0,0,86458.29041789,1
403,7:28:00,7:28:00,70091,14,,0,0,95249.60422898,1
403,7:31:00,7:31:00,70081,15,,0,0,97578.23328969,1
403,7:36:00,7:36:00,70061,16,,0,0,101901.02146517,1
403,7:41:00,7:41:00,70051,17,,0,0,105976.38897349,1
403,7:52:00,7:52:00,70021,18,,0,0,121128.00137620,1
403,7:58:00,7:58:00,70011,19,,0,0,123678.53006100,1
405,6:50:00,6:50:00,70321,1,,0,0,0.00000000,1
405,6:59:00,6:59:00,70311,2,,0,0,9881.41415530,1
405,7:05:00,7:05:00,70301,3,,0,0,15979.11320253,1
405,7:20:00,7:20:00,70291,4,,0,0,35028.53945594,1
405,7:26:00,7:26:00,70281,5,,0,0,40330.97147993,1
405,7:33:00,7:33:00,70271,6,,0,0,45318.22269336,1
405,7:40:00,7:40:00,70261,7,,0,0,48219.55939113,1
405,7:44:00,7:44:00,70251,8,,0,0,50117.95805974,1
405,7:48:00,7:48:00,70241,9,,0,0,52370.37600035,1
405,7:56:00,7:56:00,70221,10,,0,0,61441.19114951,1
405,8:01:00,8:01:00,70211,11,,0,0,65756.08394130,1
405,8:09:00,8:09:00,70171,12,,0,0,75348.64994018,1
405,8:15:00,8:15:00,70141,13,,0,0,82959.78900738,1
405,8:20:00,8:20:00,70131,14,,0,0,86452.17476987,1
405,8:28:00,8:28:00,70091,15,,0,0,95243.48858095,1
405,8:31:00,8:31:00,70081,16,,0,0,97572.11764167,1
405,8:36:00,8:36:00,70061,17,,0,0,101894.90581715,1
405,8:41:00,8:41:00,70051,18,,0,0,105970.27332547,1
405,8:52:00,8:52:00,70021,19,,0,0,121121.88572818,1
405,8:58:00,8:58:00,70011,20,,0,0,123672.41441299,1
410,16:10:00,16:10:00,70012,1,,0,0,0.00000000,1
410,16:15:00,16:15:00,70022,2,,0,0,2521.94934933,1
410,16:26:00,16:26:00,70052,3,,0,0,17664.51952371,1
410,16:31:00,16:31:00,70062,4,,0,0,21740.88670334,1
410,16:36:00,16:36:00,70082,5,,0,0,26061.31540850,1
410,16:40:00,16:40:00,70092,6,,0,0,28370.82332214,1
410,16:48:00,16:48:00,70132,7,,0,0,37201.33618400,1
410,16:52:00,16:52:00,70142,8,,0,0,40701.13077597,1
410,16:59:00,16:59:00,70172,9,,0,0,48317.21434910,1
410,17:07:00,17:07:00,70212,10,,0,0,57909.71993648,1
410,17:12:00,17:12:00,70222,11,,0,0,62226.80455931,1
410,17:20:00,17:20:00,70242,12,,0,0,71301.98553614,1
410,17:26:00,17:26:00,70262,13,,0,0,75457.20344210,1
410,17:32:00,17:32:00,70272,14,,0,0,78347.81887745,1
410,17:39:00,17:39:00,70282,15,,0,0,83347.03045776,1
410,17:45:00,17:45:00,70292,16,,0,0,88651.23288178,1
410,17:58:00,17:58:00,70302,17,,0,0,107701.99824661,1
410,18:04:00,18:04:00,70312,18,,0,0,113619.54774666,1
410,18:17:00,18:17:00,70322,19,,0,0,123681.14246862,1
501,5:00:00,5:00:00,70271,1,,0,0,0.00000000,1
501,5:07:00,5:07:00,70261,2,,0,0,2898.26431637,1
501,5:13:00,5:13:00,70241,3,,0,0,7055.19657362,1
501,5:21:00,5:21:00,70221,4,,0,0,16126.01172278,1
501,5:25:00,5:25:00,70211,5,,0,0,20440.90451456,1
501,5:33:00,5:33:00,70171,6,,0,0,30033.47051344,1
501,5:37:00,5:37:00,70161,7,,0,0,32044.97295494,1
501,5:42:00,5:42:00,70141,8,,0,0,37644.23041224,1
501,5:50:00,5:50:00,70111,9,,0,0,46453.00469206,1
501,5:55:00,5:55:00,70091,10,,0,0,49927.48500000,1
501,6:01:00,6:01:00,70061,11,,0,0,56569.39704675,1
501,6:14:00,6:14:00,70021,12,,0,0,75775.65974036,1
501,6:20:00,6:20:00,70011,13,,0,0,78326.18842509,1
502,5:28:00,5:28:00,70012,1,,0,0,0.00000000,1
502,5:33:00,5:33:00,70022,2,,0,0,2521.94934933,1
502,5:46:00,5:46:00,70062,3,,0,0,21728.61158667,1
502,5:53:00,5:53:00,70092,4,,0,0,28346.48188399,1
502,5:58:00,5:58:00,70112,5,,0,0,31850.73334094,1
502,6:05:00,6:05:00,70142,6,,0,0,40660.97739700,1
502,6:11:00,6:11:00,70162,7,,0,0,46264.23862762,1
502,6:15:00,6:15:00,70172,8,,0,0,48275.62094231,1
502,6:22:00,6:22:00,70212,9,,0,0,57873.60312500,1
502,6:28:00,6:28:00,70222,10,,0,0,62190.68774784,1
502,6:35:00,6:35:00,70242,11,,0,0,71265.86872466,1
502,6:41:00,6:41:00,70262,12,,0,0,75421.08663060,1
504,9:12:00,9:12:00,70012,1,,0,0,0.00000000,1
504,9:17:00,9:17:00,70022,2,,0,0,2521.94934933,1
504,9:32:00,9:32:00,70062,3,,0,0,21728.61158667,1
504,9:38:00,9:38:00,70092,4,,0,0,28346.48188399,1
504,9:42:00,9:42:00,70112,5,,0,0,31850.73334094,1
504,9:49:00,9:49:00,70142,6,,0,0,40660.97739700,1
504,9:55:00,9:55:00,70162,7,,0,0,46264.23862762,1
504,9:58:00,9:58:00,70172,8,,0,0,48275.62094231,1
504,10:06:00,10:06:00,70212,9,,0,0,57873.60312500,1
504,10:11:00,10:11:00,70222,10,,0,0,62190.68774784,1
504,10:18:00,10:18:00,70242,11,,0,0,71265.86872466,1
504,10:26:00,10:26:00,70262,12,,0,0,75421.08663060,1
506,10:12:00,10:12:00,70012,1,,0,0,0.00000000,1
506,10:17:00,10:17:00,70022,2,,0,0,2521.94934933,1
506,10:32:00,10:32:00,70062,3,,0,0,21728.61158667,1
506,10:38:00,10:38:00,70092,4,,0,0,28346.48188399,1
506,10:42:00,10:42:00,70112,5,,0,0,31850.73334094,1
506,10:49:00,10:49:00,70142,6,,0,0,40660.97739700,1
506,10:55:00,10:55:00,70162,7,,0,0,46264.23862762,1
506,10:58:00,10:58:00,70172,8,,0,0,48275.62094231,1
506,11:06:00,11:06:00,70212,9,,0,0,57873.60312500,1
506,11:11:00,11:11:00,70222,10,,0,0,62190.68774784,1
506,11:18:00,11:18:00,70242,11,,0,0,71265.86872466,1
506,11:26:00,11:26:00,70262,12,,0,0,75421.08663060,1
508,11:12:00,11:12:00,70012,1,,0,0,0.00000000,1
508,11:17:00,11:17:00,70022,2,,0,0,2521.94934933,1
508,11:32:00,11:32:00,70062,3,,0,0,21728.61158667,1
508,11:38:00,11:38:00,70092,4,,0,0,28346.48188399,1
508,11:42:00,11:42:00,70112,5,,0,0,31850.73334094,1
508,11:49:00,11:49:00,70142,6,,0,0,40660.97739700,1
508,11:55:00,11:55:00,70162,7,,0,0,46264.23862762,1
508,11:58:00,11:58:00,70172,8,,0,0,48275.62094231,1
508,12:06:00,12:06:00,70212,9,,0,0,57873.60312500,1
508,12:11:00,12:11:00,70222,10,,0,0,62190.68774784,1
508,12:18:00,12:18:00,70242,11,,0,0,71265.86872466,1
508,12:26:00,12:26:00,70262,12,,0,0,75421.08663060,1
510,12:12:00,12:12:00,70012,1,,0,0,0.00000000,1
510,12:17:00,12:17:00,70022,2,,0,0,2521.94934933,1
510,12:32:00,12:32:00,70062,3,,0,0,21728.61158667,1
510,12:38:00,12:38:00,70092,4,,0,0,28346.48188399,1
510,12:42:00,12:42:00,70112,5,,0,0,31850.73334094,1
510,12:49:00,12:49:00,70142,6,,0,0,40660.97739700,1
510,12:55:00,12:55:00,70162,7,,0,0,46264.23862762,1
510,12:58:00,12:58:00,70172,8,,0,0,48275.62094231,1
510,13:06:00,13:06:00,70212,9,,0,0,57873.60312500,1
510,13:11:00,13:11:00,70222,10,,0,0,62190.68774784,1
510,13:18:00,13:18:00,70242,11,,0,0,71265.86872466,1
510,13:26:00,13:26:00,70262,12,,0,0,75421.08663060,1
512,13:12:00,13:12:00,70012,1,,0,0,0.00000000,1
512,13:17:00,13:17:00,70022,2,,0,0,2521.94934933,1
512,13:32:00,13:32:00,70062,3,,0,0,21728.61158667,1
512,13:38:00,13:38:00,70092,4,,0,0,28346.48188399,1
512,13:42:00,13:42:00,70112,5,,0,0,31850.73334094,1
512,13:49:00,13:49:00,70142,6,,0,0,40660.97739700,1
512,13:55:00,13:55:00,70162,7,,0,0,46264.23862762,1
512,13:58:00,13:58:00,70172,8,,0,0,48275.62094231,1
512,14:06:00,14:06:00,70212,9,,0,0,57873.60312500,1
512,14:11:00,14:11:00,70222,10,,0,0,62190.68774784,1
512,14:18:00,14:18:00,70242,11,,0,0,71265.86872466,1
512,14:26:00,14:26:00,70262,12,,0,0,75421.08663060,1
514,14:12:00,14:12:00,70012,1,,0,0,0.00000000,1
514,14:17:00,14:17:00,70022,2,,0,0,2521.94934933,1
514,14:32:00,14:32:00,70062,3,,0,0,21728.61158667,1
514,14:38:00,14:38:00,70092,4,,0,0,28346.48188399,1
514,14:42:00,14:42:00,70112,5,,0,0,31850.73334094,1
514,14:49:00,14:49:00,70142,6,,0,0,40660.97739700,1
514,14:55:00,14:55:00,70162,7,,0,0,46264.23862762,1
514,14:58:00,14:58:00,70172,8,,0,0,48275.62094231,1
514,15:06:00,15:06:00,70212,9,,0,0,57873.60312500,1
514,15:11:00,15:11:00,70222,10,,0,0,62190.68774784,1
514,15:18:00,15:18:00,70242,11,,0,0,71265.86872466,1
514,15:26:00,15:26:00,70262,12,,0,0,75421.08663060,1
516,19:12:00,19:12:00,70012,1,,0,0,0.00000000,1
516,19:17:00,19:17:00,70022,2,,0,0,2521.94934933,1
516,19:32:00,19:32:00,70062,3,,0,0,21728.61158667,1
516,19:38:00,19:38:00,70092,4,,0,0,28346.48188399,1
516,19:42:00,19:42:00,70112,5,,0,0,31850.73334094,1
516,19:49:00,19:49:00,70142,6,,0,0,40660.97739700,1
516,19:55:00,19:55:00,70162,7,,0,0,46264.23862762,1
516,19:58:00,19:58:00,70172,8,,0,0,48275.62094231,1
516,20:06:00,20:06:00,70212,9,,0,0,57873.60312500,1
516,20:11:00,20:11:00,70222,10,,0,0,62190.68774784,1
516,20:18:00,20:18:00,70242,11,,0,0,71265.86872466,1
516,20:26:00,20:26:00,70262,12,,0,0,75421.08663060,1
518,20:11:00,20:11:00,70012,1,,0,0,0.00000000,1
518,20:16:00,20:16:00,70022,2,,0,0,2521.94934933,1
518,20:31:00,20:31:00,70062,3,,0,0,21728.61158667,1
518,20:37:00,20:37:00,70092,4,,0,0,28346.48188399,1
518,20:41:00,20:41:00,70112,5,,0,0,31850.73334094,1
518,20:50:00,20:50:00,70142,6,,0,0,40660.97739700,1
518,20:57:00,20:57:00,70162,7,,0,0,46264.23862762,1
518,21:02:00,21:02:00,70172,8,,0,0,48275.62094231,1
518,21:11:00,21:11:00,70212,9,,0,0,57873.60312500,1
